Suburb;Address;Rooms;Type;Price;Distance;Postcode;Bedroom2;Bathroom;Car;Landsize;Regionname
Bulleen;47 Sheahans Rd;4;h;1260000.0;11.8;3105.0;4.0;2.0;2.0;730.0;Eastern Metropolitan
Bulleen;38 Balwyn Rd;3;h;905000.0;11.8;3105.0;3.0;3.0;2.0;401.0;Eastern Metropolitan
Bulleen;11 Carrathool St;3;h;1400000.0;11.8;3105.0;3.0;1.0;3.0;770.0;Eastern Metropolitan
Bulleen;135 Manningham Rd;4;h;1085000.0;11.8;3105.0;4.0;2.0;1.0;1124.0;Eastern Metropolitan
Bulleen;24 Robert St;4;h;1300000.0;11.8;3105.0;4.0;3.0;1.0;604.0;Eastern Metropolitan
Bulleen;1/15 Estelle St;3;u;787000.0;11.8;3105.0;3.0;1.0;2.0;306.0;Eastern Metropolitan
Bulleen;19 Warringal St;4;h;1280000.0;11.8;3105.0;4.0;1.0;2.0;732.0;Eastern Metropolitan
Bulleen;14 Kandanga Gr;3;h;1075000.0;11.8;3105.0;3.0;1.0;1.0;604.0;Eastern Metropolitan
Bulleen;153 Thompsons Rd;2;h;890000.0;11.8;3105.0;2.0;1.0;2.0;559.0;Eastern Metropolitan
Bulleen;38 Rocklea Rd;4;h;1320000.0;11.8;3105.0;4.0;3.0;2.0;411.0;Eastern Metropolitan
Bulleen;23 Bourke St;4;h;1302000.0;11.8;3105.0;4.0;2.0;2.0;475.0;Eastern Metropolitan
Bulleen;8 Vera St;3;h;1050000.0;11.8;3105.0;3.0;2.0;1.0;728.0;Eastern Metropolitan
Bulleen;71 Summit Dr;4;h;1000000.0;11.8;3105.0;4.0;2.0;3.0;672.0;Eastern Metropolitan
Bulleen;7 Kampman St;4;h;1300000.0;11.8;3105.0;4.0;2.0;2.0;744.0;Eastern Metropolitan
Bulleen;63 Thompsons Rd;4;h;1250000.0;11.8;3105.0;4.0;2.0;2.0;732.0;Eastern Metropolitan
Bulleen;28 Kenneth St;4;h;976000.0;11.8;3105.0;4.0;1.0;1.0;701.0;Eastern Metropolitan
Bulleen;15 Riverview Tce;2;h;980000.0;11.8;3105.0;3.0;1.0;1.0;551.0;Eastern Metropolitan
Bulleen;1/7 Westwood Dr;3;u;812500.0;11.8;3105.0;3.0;1.0;1.0;421.0;Eastern Metropolitan
Bulleen;14 Collins St;3;h;990000.0;11.8;3105.0;3.0;1.0;2.0;602.0;Eastern Metropolitan
Bulleen;4 Graeme Ct;4;h;1244000.0;11.8;3105.0;4.0;2.0;2.0;530.0;Eastern Metropolitan
Bulleen;19 Barak St;4;h;1100000.0;11.8;3105.0;4.0;2.0;2.0;693.0;Eastern Metropolitan
Bulleen;13 Birrarrung Ct;4;h;1475000.0;11.8;3105.0;4.0;2.0;2.0;617.0;Eastern Metropolitan
Bulleen;42 Gisborne St;4;h;1140000.0;11.8;3105.0;4.0;2.0;3.0;554.0;Eastern Metropolitan
Bulleen;43 Helene St;2;h;833000.0;11.8;3105.0;2.0;1.0;0.0;359.0;Eastern Metropolitan
Bulleen;28 Flinders St;2;h;903000.0;11.8;3105.0;2.0;1.0;1.0;591.0;Eastern Metropolitan
Bulleen;1 Fuller St;4;h;1351000.0;11.8;3105.0;4.0;2.0;2.0;740.0;Eastern Metropolitan
Bulleen;13 Hillside Rd;2;h;1060000.0;11.8;3105.0;2.0;1.0;2.0;609.0;Eastern Metropolitan
Bulleen;17 Kathleen Gr;3;h;1063000.0;11.8;3105.0;3.0;1.0;2.0;602.0;Eastern Metropolitan
Burwood;15 Loudon Rd;5;h;1590000.0;11.7;3125.0;4.0;3.0;2.0;661.0;Southern Metropolitan
Burwood;4 Bennett St;3;h;1390000.0;11.7;3125.0;3.0;1.0;2.0;697.0;Southern Metropolitan
Burwood;7 Keogh St;3;h;1300000.0;11.7;3125.0;3.0;1.0;2.0;773.0;Southern Metropolitan
Burwood;35 McCubbin St;4;h;1890000.0;11.7;3125.0;4.0;2.0;2.0;1145.0;Southern Metropolitan
Burwood;2/32 McIntyre St;3;u;1022500.0;11.7;3125.0;3.0;2.0;2.0;265.0;Southern Metropolitan
Burwood;1 Webb St;3;h;1250000.0;11.7;3125.0;3.0;1.0;1.0;662.0;Southern Metropolitan
Burwood;163 Highbury Rd;3;h;1151000.0;11.7;3125.0;3.0;1.0;1.0;695.0;Southern Metropolitan
Burwood;30 Station St;3;h;1755000.0;11.7;3125.0;3.0;1.0;1.0;931.0;Southern Metropolitan
Burwood;1/109 Station St;3;u;686000.0;11.7;3125.0;3.0;1.0;2.0;273.0;Southern Metropolitan
Burwood;2 Elgar Rd;3;h;1300000.0;11.7;3125.0;3.0;1.0;1.0;667.0;Southern Metropolitan
Burwood;48 Station St;3;h;1160000.0;11.7;3125.0;3.0;1.0;1.0;786.0;Southern Metropolitan
Burwood;7 Wattlebird Ct;4;h;2000000.0;11.7;3125.0;4.0;3.0;2.0;928.0;Southern Metropolitan
Burwood;1/14 Corrigan St;3;h;790000.0;11.7;3125.0;3.0;1.0;2.0;318.0;Southern Metropolitan
Burwood;25 Greenwood St;4;h;1682000.0;11.7;3125.0;4.0;2.0;1.0;921.0;Southern Metropolitan
Burwood;14/1 Conservatory Dr;3;u;625000.0;11.7;3125.0;3.0;2.0;1.0;0.0;Southern Metropolitan
Burwood;2/22 Scott Gr;3;t;780000.0;11.7;3125.0;3.0;2.0;2.0;160.0;Southern Metropolitan
Burwood;2 Bennett St;3;h;1342000.0;11.7;3125.0;3.0;1.0;2.0;690.0;Southern Metropolitan
Burwood;12 Havelock St;4;h;1782800.0;11.7;3125.0;4.0;2.0;2.0;804.0;Southern Metropolitan
Burwood;3 Peacock St;3;h;1468000.0;11.7;3125.0;3.0;1.0;2.0;706.0;Southern Metropolitan
Burwood;1/10 McComas Gr;2;u;650000.0;11.7;3125.0;2.0;1.0;1.0;194.0;Southern Metropolitan
Burwood;1/34 Cumming St;5;h;1060000.0;11.7;3125.0;4.0;3.0;2.0;326.0;Southern Metropolitan
Burwood;33 Brockhoff Dr;4;h;1255000.0;11.7;3125.0;4.0;2.0;2.0;438.0;Southern Metropolitan
Burwood;229 Highbury Rd;4;h;900000.0;11.7;3125.0;3.0;1.0;4.0;586.0;Southern Metropolitan
Burwood;2a Iris St;2;h;633000.0;11.7;3125.0;2.0;1.0;1.0;276.0;Southern Metropolitan
Burwood;5 Keogh St;3;h;1070500.0;11.7;3125.0;3.0;1.0;2.0;776.0;Southern Metropolitan
Burwood;22 Andrews St;3;h;1175000.0;11.7;3125.0;3.0;1.0;2.0;661.0;Southern Metropolitan
Burwood;24 Wallace Rd;3;h;1521000.0;11.7;3125.0;3.0;2.0;2.0;660.0;Southern Metropolitan
Burwood;29 Meldan St;2;h;1350000.0;11.7;3125.0;2.0;1.0;2.0;593.0;Southern Metropolitan
Burwood;1/392 Burwood Hwy;3;t;752000.0;11.7;3125.0;4.0;2.0;2.0;217.0;Southern Metropolitan
Burwood;1/46 Gillard St;3;h;570000.0;11.7;3125.0;3.0;1.0;1.0;384.0;Southern Metropolitan
Burwood;10 Hastings St;3;h;1460000.0;11.7;3125.0;3.0;1.0;2.0;742.0;Southern Metropolitan
Burwood;2/3 Havelock St;3;t;745000.0;11.7;3125.0;3.0;1.0;2.0;228.0;Southern Metropolitan
Burwood;4 Iris St;5;h;2150000.0;11.7;3125.0;5.0;4.0;2.0;643.0;Southern Metropolitan
Burwood;8/33 McIntyre St;3;u;746000.0;11.7;3125.0;3.0;1.0;2.0;308.0;Southern Metropolitan
Burwood;19 Puerta St;3;h;1540000.0;11.7;3125.0;3.0;2.0;2.0;653.0;Southern Metropolitan
Burwood;1/24 Edwards St;3;t;1145000.0;11.7;3125.0;3.0;2.0;2.0;329.0;Southern Metropolitan
Burwood;38 Gillard St;5;h;1410000.0;11.7;3125.0;5.0;2.0;1.0;824.0;Southern Metropolitan
Burwood;2/17 Montpellier Rd;3;u;640000.0;11.7;3125.0;3.0;1.0;1.0;217.0;Southern Metropolitan
Burwood;18 Murray Dr;4;h;1800000.0;11.7;3125.0;4.0;2.0;2.0;1393.0;Southern Metropolitan
Burwood;8 Pescott Cl;4;t;1270000.0;11.7;3125.0;4.0;2.0;2.0;399.0;Southern Metropolitan
Burwood;55 Parer St;4;t;900000.0;11.7;3125.0;4.0;3.0;2.0;381.0;Southern Metropolitan
Burwood;18 Brockhoff Dr;4;h;1250000.0;11.7;3125.0;4.0;2.0;2.0;499.0;Southern Metropolitan
Burwood;6 Alimar Ct;4;h;1410000.0;11.7;3125.0;3.0;2.0;3.0;739.0;Southern Metropolitan
Burwood;1/26 Peacock St;5;h;1100000.0;11.7;3125.0;5.0;2.0;1.0;544.0;Southern Metropolitan
Burwood;2 Octavia Ct;4;h;1485000.0;11.7;3125.0;4.0;2.0;2.0;662.0;Southern Metropolitan
Burwood;16 Renown St;3;h;2068000.0;11.7;3125.0;3.0;1.0;1.0;1101.0;Southern Metropolitan
Burwood;10 Goold St;3;h;1000000.0;11.7;3125.0;3.0;1.0;1.0;589.0;Southern Metropolitan
Burwood;1/54 McIntyre St;4;u;800000.0;11.7;3125.0;4.0;2.0;1.0;0.0;Southern Metropolitan
Burwood;3/124 Highbury Rd;3;t;702000.0;11.7;3125.0;3.0;2.0;1.0;170.0;Southern Metropolitan
Camberwell;28 Brinsley Rd;4;h;2650000.0;7.8;3124.0;4.0;2.0;1.0;652.0;Southern Metropolitan
Camberwell;2/1 Glen Iris Rd;3;t;1615000.0;7.8;3124.0;3.0;1.0;2.0;389.0;Southern Metropolitan
Camberwell;1288 Toorak Rd;4;h;3225000.0;7.8;3124.0;4.0;3.0;2.0;934.0;Southern Metropolitan
Camberwell;1/806 Burke Rd;2;u;1017000.0;7.8;3124.0;2.0;1.0;2.0;0.0;Southern Metropolitan
Camberwell;4/2 Callanish Rd;2;u;729000.0;7.8;3124.0;2.0;1.0;1.0;137.0;Southern Metropolitan
Camberwell;49 Christowel St;5;h;2600000.0;7.8;3124.0;5.0;4.0;1.0;708.0;Southern Metropolitan
Camberwell;3/107 Wattle Valley Rd;3;h;1650000.0;7.8;3124.0;3.0;2.0;2.0;305.0;Southern Metropolitan
Camberwell;22 Netherway St;5;h;2860000.0;7.8;3124.0;5.0;3.0;4.0;753.0;Southern Metropolitan
Camberwell;1/569 Camberwell Rd;2;h;950000.0;7.8;3124.0;2.0;1.0;2.0;230.0;Southern Metropolitan
Camberwell;9/43 Inglesby Rd;2;u;615000.0;7.8;3124.0;2.0;1.0;1.0;1107.0;Southern Metropolitan
Camberwell;89 Radnor St;3;h;1987000.0;7.8;3124.0;3.0;2.0;2.0;706.0;Southern Metropolitan
Camberwell;3/28 Stodart St;2;u;683000.0;7.8;3124.0;2.0;1.0;1.0;146.0;Southern Metropolitan
Camberwell;2 Thomas St;3;h;1690000.0;7.8;3124.0;3.0;2.0;1.0;777.0;Southern Metropolitan
Camberwell;19/1295 Toorak Rd;2;u;430000.0;7.8;3124.0;2.0;1.0;1.0;0.0;Southern Metropolitan
Camberwell;3/926 Toorak Rd;2;u;717000.0;7.8;3124.0;2.0;1.0;1.0;136.0;Southern Metropolitan
Camberwell;1/1 Glen Iris Rd;3;t;1300000.0;7.8;3124.0;3.0;2.0;2.0;342.0;Southern Metropolitan
Camberwell;68 Hunter Rd;4;h;2950000.0;7.8;3124.0;4.0;2.0;4.0;661.0;Southern Metropolitan
Camberwell;18 Russell St;4;h;2600000.0;7.8;3124.0;3.0;2.0;2.0;600.0;Southern Metropolitan
Camberwell;19 Thomas St;3;h;2325000.0;7.8;3124.0;3.0;2.0;2.0;1133.0;Southern Metropolitan
Camberwell;3/220 Warrigal Rd;2;u;435000.0;7.8;3124.0;2.0;1.0;1.0;896.0;Southern Metropolitan
Camberwell;2 Oxford St;2;h;892000.0;7.8;3124.0;2.0;1.0;1.0;335.0;Southern Metropolitan
Camberwell;3/573 Riversdale Rd;2;t;900400.0;7.8;3124.0;2.0;1.0;1.0;93.0;Southern Metropolitan
Camberwell;12 Brinsley Rd;4;h;2090000.0;7.8;3124.0;4.0;2.0;2.0;650.0;Southern Metropolitan
Camberwell;3/575 Burke Rd;3;t;1250000.0;7.8;3124.0;3.0;2.0;2.0;232.0;Southern Metropolitan
Camberwell;4 Range St;3;h;2000000.0;7.8;3124.0;3.0;1.0;2.0;821.0;Southern Metropolitan
Camberwell;163 Through Rd;3;h;1302000.0;7.8;3124.0;2.0;1.0;1.0;427.0;Southern Metropolitan
Camberwell;2/37 Donna Buang St;3;h;1430000.0;7.8;3124.0;3.0;2.0;2.0;244.0;Southern Metropolitan
Camberwell;13 Grace St;3;h;1622000.0;7.8;3124.0;3.0;1.0;1.0;544.0;Southern Metropolitan
Camberwell;7/5 Holly St;2;u;502000.0;7.8;3124.0;2.0;1.0;1.0;0.0;Southern Metropolitan
Camberwell;3/220 Warrigal Rd;2;u;435000.0;7.8;3124.0;2.0;1.0;1.0;896.0;Southern Metropolitan
Camberwell;2/3 Tyrone St;2;h;620000.0;7.8;3124.0;2.0;1.0;1.0;122.0;Southern Metropolitan
Camberwell;603 Burke Rd;5;h;2000000.0;7.8;3124.0;5.0;3.0;2.0;801.0;Southern Metropolitan
Camberwell;3/5 Holly St;3;u;591000.0;7.8;3124.0;3.0;1.0;1.0;0.0;Southern Metropolitan
Camberwell;46 Athelstan Rd;5;h;2608000.0;7.8;3124.0;5.0;2.0;4.0;730.0;Southern Metropolitan
Camberwell;6 Gavan St;3;h;1780000.0;7.8;3124.0;3.0;1.0;1.0;769.0;Southern Metropolitan
Camberwell;4 Ada St;3;h;2250000.0;7.8;3124.0;3.0;2.0;2.0;656.0;Southern Metropolitan
Camberwell;591 Camberwell Rd;2;h;895000.0;7.8;3124.0;2.0;1.0;1.0;424.0;Southern Metropolitan
Camberwell;5 Cooloongatta Rd;3;h;1800000.0;7.8;3124.0;3.0;2.0;0.0;584.0;Southern Metropolitan
Camberwell;5 Nicholsdale Rd;4;h;1400000.0;7.8;3124.0;3.0;0.0;0.0;693.0;Southern Metropolitan
Camberwell;2/564 Riversdale Rd;2;u;693000.0;7.8;3124.0;2.0;1.0;1.0;84.0;Southern Metropolitan
Camberwell;2/25 Hazel St;2;u;900000.0;7.8;3124.0;2.0;1.0;1.0;150.0;Southern Metropolitan
Camberwell;18 Middle Rd;5;h;2700000.0;7.8;3124.0;5.0;3.0;2.0;802.0;Southern Metropolitan
Camberwell;8/1277 Toorak Rd;2;u;530000.0;7.8;3124.0;2.0;1.0;1.0;0.0;Southern Metropolitan
Camberwell;4/17 Hazel St;2;u;805000.0;7.8;3124.0;2.0;2.0;2.0;188.0;Southern Metropolitan
Camberwell;15 Hollsmoor Rd;4;h;2228000.0;7.8;3124.0;4.0;2.0;2.0;813.0;Southern Metropolitan
Camberwell;4/1 Through Rd;3;t;930000.0;7.8;3124.0;3.0;2.0;2.0;132.0;Southern Metropolitan
Camberwell;2/1021 Toorak Rd;2;u;590000.0;7.8;3124.0;2.0;1.0;1.0;0.0;Southern Metropolitan
Camberwell;37 Victoria Rd;4;h;4760000.0;7.8;3124.0;4.0;2.0;2.0;903.0;Southern Metropolitan
Camberwell;6 Wilson Gr;3;h;1602500.0;7.8;3124.0;3.0;1.0;1.0;405.0;Southern Metropolitan
Camberwell;16 Joffre St;3;t;1515000.0;7.8;3124.0;3.0;2.0;2.0;318.0;Southern Metropolitan
Camberwell;9a Russell St;2;h;1800000.0;7.8;3124.0;2.0;1.0;4.0;368.0;Southern Metropolitan
Camberwell;6/11 Seymour Gr;2;u;530000.0;7.8;3124.0;2.0;1.0;1.0;0.0;Southern Metropolitan
Camberwell;6/68 Brinsley Rd;2;u;558000.0;7.8;3124.0;3.0;1.0;1.0;0.0;Southern Metropolitan
Camberwell;2/13 Glyndon Rd;2;h;1185000.0;7.8;3124.0;3.0;2.0;2.0;259.0;Southern Metropolitan
Camberwell;13 Smith Rd;3;h;2177000.0;7.8;3124.0;3.0;1.0;2.0;635.0;Southern Metropolitan
Camberwell;14 Hollsmoor Rd;3;h;2155000.0;7.8;3124.0;3.0;1.0;1.0;891.0;Southern Metropolitan
Camberwell;68 Bowen St;3;h;3400000.0;7.8;3124.0;3.0;2.0;4.0;877.0;Southern Metropolitan
Camberwell;64A Christowel St;2;h;1470000.0;7.8;3124.0;2.0;1.0;2.0;400.0;Southern Metropolitan
Camberwell;2/23 Hazel St;2;u;820000.0;7.8;3124.0;2.0;1.0;1.0;166.0;Southern Metropolitan
Camberwell;26 Hunter Rd;3;h;2105000.0;7.8;3124.0;3.0;1.0;2.0;692.0;Southern Metropolitan
Camberwell;6 Judd St;3;t;1625000.0;7.8;3124.0;3.0;2.0;2.0;283.0;Southern Metropolitan
Camberwell;638 Riversdale Rd;3;h;1750000.0;7.8;3124.0;3.0;2.0;3.0;780.0;Southern Metropolitan
Camberwell;16A Waterloo St;3;h;3300000.0;7.8;3124.0;3.0;3.0;2.0;417.0;Southern Metropolitan
Camberwell;1/3 Crescent Rd;2;u;667000.0;7.8;3124.0;2.0;1.0;1.0;83.0;Southern Metropolitan
Camberwell;30 Smith Rd;5;h;2800000.0;7.8;3124.0;5.0;3.0;2.0;805.0;Southern Metropolitan
Camberwell;22 Avenue Rd;2;h;1175000.0;7.8;3124.0;2.0;1.0;1.0;246.0;Southern Metropolitan
Camberwell;3/595 Burke Rd;2;t;775000.0;7.8;3124.0;2.0;2.0;1.0;103.0;Southern Metropolitan
Camberwell;16 Callanish Rd;3;h;2220000.0;7.8;3124.0;3.0;2.0;2.0;850.0;Southern Metropolitan
Camberwell;29 Kalang Rd;4;h;2015000.0;7.8;3124.0;4.0;1.0;4.0;772.0;Southern Metropolitan
Camberwell;1/28 Nevis St;2;u;700000.0;7.8;3124.0;2.0;1.0;1.0;631.0;Southern Metropolitan
Camberwell;808 Riversdale Rd;3;h;1700000.0;7.8;3124.0;3.0;1.0;1.0;970.0;Southern Metropolitan
Camberwell;25 Russell St;4;h;3225000.0;7.8;3124.0;4.0;3.0;1.0;632.0;Southern Metropolitan
Camberwell;2/22 Seymour Gr;2;u;810000.0;7.8;3124.0;2.0;1.0;1.0;0.0;Southern Metropolitan
Camberwell;44 Athelstan Rd;5;h;3320000.0;7.8;3124.0;5.0;4.0;2.0;741.0;Southern Metropolitan
Camberwell;2 Hazel St;5;h;2125000.0;7.8;3124.0;4.0;3.0;2.0;603.0;Southern Metropolitan
Camberwell;91 Radnor St;4;h;2030000.0;7.8;3124.0;4.0;2.0;2.0;686.0;Southern Metropolitan
Camberwell;612 Riversdale Rd;4;h;2750000.0;7.8;3124.0;4.0;3.0;1.0;0.0;Southern Metropolitan
Camberwell;532 Burke Rd;4;h;2000000.0;7.8;3124.0;4.0;3.0;4.0;697.0;Southern Metropolitan
Camberwell;4/26 Cornell St;2;h;706000.0;7.8;3124.0;2.0;1.0;1.0;95.0;Southern Metropolitan
Camberwell;9 Derby St;5;h;2250000.0;7.8;3124.0;5.0;5.0;1.0;639.0;Southern Metropolitan
Camberwell;20 Kirkwood Dr;5;h;2740000.0;7.8;3124.0;4.0;2.0;2.0;643.0;Southern Metropolitan
Canterbury;18 Irilbarra Rd;4;h;2950000.0;9.0;3126.0;4.0;2.0;2.0;687.0;Southern Metropolitan
Canterbury;33 Myrtle Rd;3;h;1587500.0;9.0;3126.0;3.0;1.0;1.0;459.0;Southern Metropolitan
Canterbury;1/17 Chatham Rd;4;t;1550000.0;9.0;3126.0;4.0;2.0;4.0;318.0;Southern Metropolitan
Canterbury;1/28 Milton St;2;h;765000.0;9.0;3126.0;2.0;1.0;1.0;543.0;Southern Metropolitan
Canterbury;3/13 Wattle Valley Rd;2;u;830000.0;9.0;3126.0;2.0;1.0;1.0;110.0;Southern Metropolitan
Canterbury;2 McGregor St;4;h;2375000.0;9.0;3126.0;4.0;2.0;1.0;653.0;Southern Metropolitan
Canterbury;31 Rubens Gr;5;h;2900000.0;9.0;3126.0;5.0;2.0;2.0;795.0;Southern Metropolitan
Canterbury;42 Warburton Rd;3;h;2200000.0;9.0;3126.0;3.0;3.0;2.0;468.0;Southern Metropolitan
Canterbury;5 Margaret St;4;h;2620000.0;9.0;3126.0;4.0;1.0;1.0;717.0;Southern Metropolitan
Canterbury;5 Dorothea St;2;h;1305000.0;9.0;3126.0;2.0;1.0;1.0;342.0;Southern Metropolitan
Canterbury;3 Monomeath Pl;4;h;4350000.0;9.0;3126.0;4.0;3.0;3.0;788.0;Southern Metropolitan
Canterbury;1b Daphne St;3;h;928000.0;9.0;3126.0;3.0;2.0;1.0;145.0;Southern Metropolitan
Canterbury;13 Byron St;5;h;2930000.0;9.0;3126.0;5.0;3.0;4.0;645.0;Southern Metropolitan
Canterbury;21 Compton St;4;h;2950000.0;9.0;3126.0;4.0;2.0;3.0;812.0;Southern Metropolitan
Canterbury;29 Rubens Gr;4;h;3800000.0;9.0;3126.0;4.0;1.0;1.0;858.0;Southern Metropolitan
Canterbury;4/34 Rochester Rd;2;u;722000.0;9.0;3126.0;2.0;1.0;1.0;0.0;Southern Metropolitan
Canterbury;8 Dudley Pde;5;h;2350000.0;9.0;3126.0;5.0;2.0;4.0;838.0;Southern Metropolitan
Canterbury;1/8 Faversham Rd;3;t;1680000.0;9.0;3126.0;3.0;2.0;2.0;387.0;Southern Metropolitan
Canterbury;21 Marden St;3;h;1640000.0;9.0;3126.0;3.0;3.0;2.0;352.0;Southern Metropolitan
Canterbury;47 Warburton Rd;3;h;1680000.0;9.0;3126.0;3.0;2.0;1.0;325.0;Southern Metropolitan
Canterbury;77 Highfield Rd;5;h;3550000.0;9.0;3126.0;5.0;4.0;4.0;684.0;Southern Metropolitan
Canterbury;55 Warburton Rd;3;h;1385000.0;9.0;3126.0;2.0;1.0;1.0;444.0;Southern Metropolitan
Canterbury;17 Irilbarra Rd;4;h;3400000.0;9.0;3126.0;4.0;1.0;4.0;845.0;Southern Metropolitan
Canterbury;2/20 Margaret St;2;u;690500.0;9.0;3126.0;2.0;1.0;1.0;118.0;Southern Metropolitan
Canterbury;12a View St;3;h;1850000.0;9.0;3126.0;3.0;2.0;2.0;361.0;Southern Metropolitan
Canterbury;6/124 Canterbury Rd;2;u;736000.0;9.0;3126.0;2.0;1.0;2.0;132.0;Southern Metropolitan
Canterbury;3/34 Faversham Rd;3;t;1843000.0;9.0;3126.0;3.0;2.0;2.0;0.0;Southern Metropolitan
Canterbury;3/124 Canterbury Rd;2;u;685000.0;9.0;3126.0;2.0;1.0;1.0;122.0;Southern Metropolitan
Canterbury;2A Erica St;2;h;1800000.0;9.0;3126.0;2.0;1.0;3.0;716.0;Southern Metropolitan
Canterbury;1/29 Logan St;3;h;1800000.0;9.0;3126.0;3.0;2.0;2.0;316.0;Southern Metropolitan
Canterbury;35 Myrtle Rd;4;h;3145000.0;9.0;3126.0;4.0;2.0;2.0;796.0;Southern Metropolitan
Canterbury;8 Avenue Athol;4;t;1742000.0;9.0;3126.0;4.0;2.0;2.0;780.0;Southern Metropolitan
Canterbury;1/27 Maling Rd;4;t;1420000.0;9.0;3126.0;3.0;2.0;2.0;278.0;Southern Metropolitan
Canterbury;2/46 Wattle Valley Rd;2;u;1016000.0;9.0;3126.0;2.0;1.0;2.0;0.0;Southern Metropolitan
Carlton North;527 Nicholson St;3;h;1330000.0;3.2;3054.0;3.0;1.0;1.0;314.0;Northern Metropolitan
Carlton North;593 Canning St;3;h;1540000.0;3.2;3054.0;3.0;1.0;0.0;169.0;Northern Metropolitan
Carlton North;112 Newry St;4;h;1425000.0;3.2;3054.0;4.0;3.0;0.0;122.0;Northern Metropolitan
Carlton North;122 Richardson St;2;h;1725000.0;3.2;3054.0;2.0;1.0;1.0;210.0;Northern Metropolitan
Carlton North;632 Rathdowne St;3;h;1280000.0;3.2;3054.0;3.0;1.0;0.0;203.0;Northern Metropolitan
Carlton North;989 Drummond St;3;h;2950000.0;3.2;3054.0;3.0;1.0;2.0;499.0;Northern Metropolitan
Carlton North;700 Rathdowne St;4;h;2175000.0;3.2;3054.0;3.0;1.0;0.0;418.0;Northern Metropolitan
Carlton North;2/872 Drummond St;2;t;765000.0;3.2;3054.0;2.0;1.0;1.0;1031.0;Northern Metropolitan
Carlton North;1 Fletcher La;2;h;800000.0;3.2;3054.0;2.0;1.0;1.0;73.0;Northern Metropolitan
Carlton North;173 MacPherson St;2;h;1301000.0;3.2;3054.0;2.0;1.0;0.0;133.0;Northern Metropolitan
Carlton North;967 Drummond St;4;h;2718000.0;3.2;3054.0;4.0;2.0;0.0;538.0;Northern Metropolitan
Carlton North;9/823 Rathdowne St;1;u;468000.0;3.2;3054.0;1.0;1.0;1.0;861.0;Northern Metropolitan
Carlton North;392 Station St;2;h;2400000.0;3.2;3054.0;1.0;2.0;0.0;413.0;Northern Metropolitan
Carlton North;122 Amess St;3;h;2210000.0;3.2;3054.0;2.0;2.0;1.0;190.0;Northern Metropolitan
Carlton North;40 Ogrady St;2;h;1330000.0;3.2;3054.0;2.0;1.0;0.0;116.0;Northern Metropolitan
Carlton North;1018 Drummond St;4;h;2520000.0;3.2;3054.0;4.0;2.0;2.0;504.0;Northern Metropolitan
Carlton North;354 Station St;3;h;1214000.0;3.2;3054.0;3.0;3.0;1.0;144.0;Northern Metropolitan
Carlton North;462 Canning St;3;h;1955000.0;3.2;3054.0;3.0;2.0;1.0;163.0;Northern Metropolitan
Carlton North;26/174 Lee St;1;u;390000.0;3.2;3054.0;1.0;1.0;1.0;0.0;Northern Metropolitan
Carlton North;119 Curtain St;1;h;885000.0;3.2;3054.0;1.0;1.0;0.0;93.0;Northern Metropolitan
Carlton North;75 Fenwick St;3;h;2050000.0;3.2;3054.0;3.0;2.0;0.0;84.0;Northern Metropolitan
Carlton North;16 Fenwick St;2;h;910000.0;3.2;3054.0;3.0;1.0;1.0;100.0;Northern Metropolitan
Carlton North;658 Lygon St;2;h;880000.0;3.2;3054.0;2.0;1.0;0.0;142.0;Northern Metropolitan
Carlton North;292 Amess St;4;h;1950000.0;3.2;3054.0;4.0;2.0;2.0;207.0;Northern Metropolitan
Carlton North;167 Richardson St;3;h;1280000.0;3.2;3054.0;3.0;1.0;1.0;131.0;Northern Metropolitan
Carlton North;14/1102 Lygon St;1;u;437000.0;3.2;3054.0;1.0;1.0;1.0;0.0;Northern Metropolitan
Carlton North;984 Lygon St;2;h;1150000.0;3.2;3054.0;2.0;1.0;2.0;373.0;Northern Metropolitan
Carlton North;4 Mary St;2;u;520000.0;3.2;3054.0;2.0;1.0;1.0;0.0;Northern Metropolitan
Carlton North;24/635 Drummond St;2;u;570000.0;3.2;3054.0;2.0;1.0;1.0;0.0;Northern Metropolitan
Carnegie;1/60 Moonya Rd;3;u;820000.0;11.4;3163.0;3.0;1.0;2.0;0.0;Southern Metropolitan
Carnegie;1/70 Truganini Rd;2;t;795000.0;11.4;3163.0;2.0;2.0;1.0;133.0;Southern Metropolitan
Carnegie;2/31 Moonya Rd;2;u;600000.0;11.4;3163.0;2.0;1.0;1.0;73.0;Southern Metropolitan
Carnegie;212 Neerim Rd;3;h;1295000.0;11.4;3163.0;3.0;1.0;2.0;425.0;Southern Metropolitan
Carnegie;218 Neerim Rd;4;h;1275000.0;11.4;3163.0;4.0;2.0;0.0;365.0;Southern Metropolitan
Carnegie;3 Oakleigh Rd;3;h;1620000.0;11.4;3163.0;3.0;1.0;1.0;808.0;Southern Metropolitan
Carnegie;3/13 Emily St;2;u;510000.0;11.4;3163.0;2.0;1.0;1.0;0.0;Southern Metropolitan
Carnegie;3/21 Jersey Pde;1;u;255000.0;11.4;3163.0;1.0;1.0;1.0;0.0;Southern Metropolitan
Carnegie;64 Lyons St;2;h;890000.0;11.4;3163.0;2.0;1.0;1.0;282.0;Southern Metropolitan
